name,epoch,acc,acc_A0Y0,acc_A0Y1,acc_A1Y0,acc_A1Y1,acc_var,acc_dis,err_op_0,err_op_1,err_odd
1000-0.8-1,Val 0,47.0215463094385,0.5050504803657532,100.0,0.8196721076965332,98.85057067871094,49.38325881958008,0.06564366817474365,0.31462162733078003,1.1494293212890625,1.4640510082244873
1000-0.8-1,Val 1,50.69708496596574,13.80471420288086,88.51774597167969,40.573768615722656,74.712646484375,29.222278594970703,0.1106032133102417,26.769054412841797,13.805099487304688,40.574153900146484
1000-0.8-1,Val 2,48.16223082161675,2.0202019214630127,99.37369537353516,9.836065292358398,95.01915740966797,45.743648529052734,0.08381423354148865,7.815863609313965,4.3545379638671875,12.170401573181152
1000-0.8-1,Val 3,52.59822577124766,21.885520935058594,83.71607971191406,49.180328369140625,68.5823745727539,23.11223602294922,0.09720504283905029,27.29480743408203,15.133705139160156,42.42851257324219
1000-0.8-1,Val 4,52.471482909073245,19.023569107055664,86.43006134033203,47.95082092285156,70.49808502197266,25.338836669921875,0.1048932671546936,28.9272518157959,15.931976318359375,44.859230041503906
1000-0.8-1,Val 5,58.36501911293871,48.14814758300781,68.26722717285156,70.90164184570312,51.72413635253906,9.948861122131348,0.038605570793151855,22.753494262695312,16.5430908203125,39.29658508300781
1000-0.8-1,Val 6,57.54119155071534,46.969696044921875,66.3883056640625,69.67213439941406,54.022987365722656,9.188349723815918,0.059457600116729736,22.702438354492188,12.365318298339844,35.06775665283203
1000-0.8-1,Val 7,60.89987334914987,69.86532592773438,49.47807693481445,81.557373046875,42.14559555053711,15.725898742675781,0.004239082336425781,11.692047119140625,7.332481384277344,19.02452850341797
1000-0.8-1,Val 8,60.012674401770376,49.83164978027344,69.51983642578125,70.49180603027344,55.938697814941406,8.835113525390625,0.04349607229232788,20.66015625,13.581138610839844,34.241294860839844
1000-0.8-1,Val 9,61.02661610012272,50.0,71.8162841796875,71.72130584716797,56.321842193603516,9.568703651428223,0.040233314037323,21.72130584716797,15.494441986083984,37.21574783325195
1000-0.8-1,Val 10,60.076045859449266,45.79124450683594,74.11273956298828,68.03279113769531,59.3869743347168,10.636615753173828,0.05130058526992798,22.241546630859375,14.725765228271484,36.96731185913086
1000-0.8-1,Val 11,62.99112811167128,88.21548461914062,32.98538589477539,92.62295532226562,32.950191497802734,28.767953872680664,0.01777935028076172,4.407470703125,0.03519439697265625,4.442665100097656
1000-0.8-1,Val 12,63.75158449663711,49.83164978027344,78.49686431884766,68.442626953125,63.98467254638672,10.30756950378418,0.03510469198226929,18.610977172851562,14.512191772460938,33.1231689453125
1000-0.8-1,Val 13,68.56780744293948,75.58922576904297,60.96033477783203,84.01639556884766,52.10728073120117,12.411117553710938,0.01533961296081543,8.427169799804688,8.85305404663086,17.280223846435547
1000-0.8-1,Val 14,69.51837790601607,66.4983139038086,71.8162841796875,75.81967163085938,66.28352355957031,3.974853277206421,0.020187675952911377,9.321357727050781,5.5327606201171875,14.854118347167969
1000-0.8-1,Val 15,70.02534876486195,73.73737335205078,63.04801559448242,81.557373046875,63.60152816772461,7.678969383239746,0.03311711549758911,7.819999694824219,0.5535125732421875,8.373512268066406
1000-0.8-1,Val 16,71.29277591681148,74.5791244506836,67.84969329833984,77.86885833740234,63.98467254638672,5.4568915367126465,0.008819520473480225,3.28973388671875,3.865020751953125,7.154754638671875
1000-0.8-1,Val 17,68.63117884743501,52.18855285644531,84.34237670898438,64.3442611694336,81.2260513305664,13.037055015563965,0.06526899337768555,12.155708312988281,3.1163253784179688,15.27203369140625
1000-0.8-1,Val 18,72.68694572303684,76.93602752685547,68.68476104736328,77.86885833740234,65.51724243164062,5.281367301940918,0.017674148082733154,0.932830810546875,3.1675186157226562,4.100349426269531
1000-0.8-1,Val 19,73.57414470909515,73.40067291259766,72.8601303100586,75.40983581542969,73.56321716308594,0.9604905247688293,0.01296079158782959,2.0091629028320312,0.7030868530273438,2.712249755859375
1000-0.8-1,Val 20,72.43346024043055,59.76430892944336,85.17745208740234,68.442626953125,81.60919189453125,10.199525833129883,0.041384875774383545,8.67831802368164,3.5682601928710938,12.246578216552734
1000-0.8-1,Val 21,72.94043113795523,63.6363639831543,82.25469970703125,69.26229858398438,80.45977020263672,7.7408342361450195,0.031017005443572998,5.625934600830078,1.7949295043945312,7.420864105224609
1000-0.8-1,Val 22,73.51077335294814,86.7003402709961,58.66387939453125,86.47541046142578,58.620689392089844,13.973030090332031,0.0210532546043396,0.2249298095703125,0.04319000244140625,0.26811981201171875
1000-0.8-1,Val 23,73.38403062131468,66.16161346435547,81.21086120605469,70.90164184570312,77.77777862548828,5.85891580581665,0.015756726264953613,4.740028381347656,3.4330825805664062,8.173110961914062
1000-0.8-1,Val 24,72.94043117663404,64.14141845703125,82.25469970703125,69.67213439941406,78.92720031738281,7.212613105773926,0.022280454635620117,5.5307159423828125,3.3274993896484375,8.85821533203125
1000-0.8-1,Val 25,72.43346025976996,62.45791244506836,82.04592895507812,72.13114166259766,77.77777862548828,7.332993507385254,0.03847271203994751,9.673229217529297,4.268150329589844,13.94137954711914
1000-0.8-1,Val 26,76.23574157057304,88.38383483886719,63.674320220947266,82.7868881225586,65.51724243164062,10.69957447052002,0.03491830825805664,5.596946716308594,1.8429222106933594,7.439868927001953
1000-0.8-1,Val 27,68.63117894896688,47.97979736328125,89.77035522460938,55.73770523071289,88.8888931274414,18.93770980834961,0.06235682964324951,7.757907867431641,0.8814620971679688,8.63936996459961
1000-0.8-1,Val 28,73.82763015302264,91.58248901367188,55.5323600769043,88.9344253540039,52.873565673828125,18.076499938964844,0.051922500133514404,2.6480636596679688,2.658794403076172,5.306858062744141
1000-0.8-1,Val 29,67.55386575425683,44.94949722290039,92.48434448242188,49.59016418457031,90.03831481933594,22.07380485534668,0.043254315853118896,4.640666961669922,2.4460296630859375,7.086696624755859
1000-0.8-1,Val 30,76.74271249710682,82.1548843383789,73.06889343261719,80.32786560058594,67.81609344482422,5.7463202476501465,0.04237401485443115,1.8270187377929688,5.252799987792969,7.0798187255859375
1000-0.8-1,Val 31,75.85551348203941,71.54882049560547,81.00208282470703,70.08197021484375,81.60919189453125,5.275066375732422,0.002707362174987793,1.4668502807617188,0.6071090698242188,2.0739593505859375
1000-0.8-1,Val 32,74.84157177401737,68.35016632080078,81.00208282470703,70.49180603027344,82.37548065185547,6.199500560760498,0.026355266571044922,2.1416397094726562,1.3733978271484375,3.5150375366210938
1000-0.8-1,Val 33,69.96197743772403,48.82154846191406,91.8580322265625,53.68852615356445,93.10344696044922,20.68923568725586,0.060258567333221436,4.866977691650391,1.2454147338867188,6.112392425537109
1000-0.8-1,Val 34,75.15842859343128,88.21548461914062,62.8392448425293,83.60655975341797,60.15325927734375,12.352219581604004,0.054020822048187256,4.608924865722656,2.685985565185547,7.294910430908203
1000-0.8-1,Val 35,74.52471499328226,84.68013763427734,65.34446716308594,80.32786560058594,62.83524703979492,9.376832008361816,0.047613322734832764,4.352272033691406,2.5092201232910156,6.861492156982422
1000-0.8-1,Val 36,73.57414471876486,87.71044158935547,62.6304817199707,83.19672393798828,52.49041748046875,14.488134384155273,0.09187716245651245,4.5137176513671875,10.140064239501953,14.65378189086914
1000-0.8-1,Val 37,76.6793411409598,74.41077423095703,80.79331970214844,71.72130584716797,78.92720031738281,3.5888454914093018,0.018144726753234863,2.6894683837890625,1.866119384765625,4.5555877685546875
1000-0.8-1,Val 38,76.4258556680232,78.78787994384766,74.11273956298828,75.0,76.62834930419922,1.778967261314392,0.008592545986175537,3.7878799438476562,2.5156097412109375,6.303489685058594
1000-0.8-1,Val 39,75.22179994957831,81.64983367919922,68.47599029541016,80.73770141601562,67.81609344482422,6.535994052886963,0.01709461212158203,0.9121322631835938,0.6598968505859375,1.5720291137695312
1000-0.8-1,Val 40,76.3624843312156,86.531982421875,65.13569641113281,84.42623138427734,66.28352355957031,9.921049118041992,0.01930922269821167,2.1057510375976562,1.1478271484375,3.2535781860351562
1000-0.8-1,Val 41,76.61596979448248,79.12458038330078,76.40918731689453,75.40983581542969,72.41378784179688,2.399813175201416,0.04051011800765991,3.7147445678710938,3.9953994750976562,7.71014404296875
1000-0.8-1,Val 42,75.41191401801937,90.74073791503906,57.41127014160156,88.9344253540039,60.91954040527344,15.3994140625,0.014066219329833984,1.8063125610351562,3.508270263671875,5.314582824707031
1000-0.8-1,Val 43,75.98225614598495,83.16498565673828,71.6075210571289,80.32786560058594,63.60152816772461,7.6822190284729,0.06322425603866577,2.8371200561523438,8.005992889404297,10.84311294555664
1000-0.8-1,Val 44,77.2496833366133,78.28282928466797,78.28810119628906,76.22950744628906,73.94636535644531,1.7909895181655884,0.03235673904418945,2.0533218383789062,4.34173583984375,6.395057678222656
1000-0.8-1,Val 45,76.61596972679457,73.90572357177734,80.1670150756836,70.90164184570312,81.60919189453125,4.402771472930908,0.0026519298553466797,3.0040817260742188,1.4421768188476562,4.446258544921875
1000-0.8-1,Val 46,75.60202804778163,72.05387115478516,81.837158203125,68.03279113769531,79.31034851074219,5.526452541351318,0.025598645210266113,4.021080017089844,2.5268096923828125,6.547889709472656
1000-0.8-1,Val 47,76.61596978481278,82.99662780761719,71.6075210571289,81.14753723144531,67.0498046875,6.604746341705322,0.04051011800765991,1.849090576171875,4.557716369628906,6.406806945800781
1000-0.8-1,Val 48,76.3624843892338,86.531982421875,67.4321517944336,81.557373046875,64.75096130371094,9.196226119995117,0.05134308338165283,4.974609375,2.6811904907226562,7.655799865722656
1000-0.8-1,Val 49,77.62991148316513,83.83838653564453,72.44258880615234,82.37704467773438,68.5823745727539,6.4644856452941895,0.03503638505935669,1.4613418579101562,3.8602142333984375,5.321556091308594
1000-0.8-1,Test 31,74.93333353678385,70.5128173828125,78.88888549804688,69.94680786132812,80.74866485595703,4.843494892120361,0.008000016212463379,0.566009521484375,1.8597793579101562,2.4257888793945312
