name,epoch,acc,acc_A0Y0,acc_A0Y1,acc_A1Y0,acc_A1Y1,acc_var,acc_dis,err_op_0,err_op_1,err_odd
5000-0.45-4,Val 1,54.01540154854719,22.426471710205078,85.08771514892578,40.306121826171875,73.70892333984375,25.15777587890625,0.06701713800430298,17.879650115966797,11.378791809082031,29.258441925048828
5000-0.45-4,Val 2,54.785478539461614,27.205881118774414,82.01753997802734,49.48979568481445,65.72769927978516,20.26681900024414,0.057462096214294434,22.28391456604004,16.289840698242188,38.573753356933594
5000-0.45-4,Val 3,56.655665537180546,47.79411697387695,64.03508758544922,70.40816497802734,47.41783905029297,10.064200401306152,0.03235208988189697,22.61404800415039,16.61724853515625,39.23129653930664
5000-0.45-4,Val 4,58.85588558016568,60.66176223754883,56.140350341796875,77.04081726074219,42.72300720214844,12.260409355163574,0.00568699836730957,16.37905502319336,13.417343139648438,29.796398162841797
5000-0.45-4,Val 5,59.84598459006667,62.86764907836914,56.57894515991211,76.53060913085938,44.13145446777344,11.67257308959961,0.003423035144805908,13.662960052490234,12.447490692138672,26.110450744628906
5000-0.45-4,Val 6,61.82618260986865,49.264705657958984,73.68421173095703,65.30612182617188,61.971832275390625,8.780660629272461,0.031696856021881104,16.04141616821289,11.712379455566406,27.753795623779297
5000-0.45-4,Val 7,66.00660063488648,80.14705657958984,52.6315803527832,84.18367767333984,45.5399055480957,16.789539337158203,0.03541320562362671,4.03662109375,7.0916748046875,11.1282958984375
5000-0.45-4,Val 8,62.70627058509684,88.97058868408203,32.894737243652344,91.32653045654297,34.741783142089844,28.185029983520508,0.01541811227798462,2.3559417724609375,1.8470458984375,4.2029876708984375
5000-0.45-4,Val 9,55.1155114924029,24.632352828979492,83.77193450927734,44.38775634765625,73.23943328857422,23.378517150878906,0.0781320333480835,19.755403518676758,10.532501220703125,30.287904739379883
5000-0.45-4,Val 10,64.13641361198803,69.11764526367188,61.84210968017578,71.93877410888672,53.05164337158203,7.30987024307251,0.03697311878204346,2.8211288452148438,8.79046630859375,11.611595153808594
5000-0.45-4,Val 11,64.90649060709904,65.44117736816406,67.10526275634766,71.42857360839844,55.8685417175293,5.686183452606201,0.028748154640197754,5.987396240234375,11.23672103881836,17.224117279052734
5000-0.45-4,Val 12,64.57645762058506,43.75,83.77193450927734,54.591835021972656,79.81220245361328,16.81332778930664,0.05726158618927002,10.841835021972656,3.9597320556640625,14.801567077636719
5000-0.45-4,Val 13,62.59625960078308,35.661766052246094,90.78947448730469,41.32653045654297,86.38497924804688,25.17469596862793,0.03992176055908203,5.664764404296875,4.4044952392578125,10.069259643554688
5000-0.45-4,Val 14,67.65676568496083,47.42647171020508,87.28070068359375,57.6530647277832,81.69013977050781,16.49578285217285,0.0457114577293396,10.226593017578125,5.5905609130859375,15.817153930664062
5000-0.45-4,Val 15,61.05610560216788,20.58823585510254,98.68421173095703,37.75510025024414,93.89671325683594,34.14580154418945,0.10792666673660278,17.1668643951416,4.787498474121094,21.954362869262695
5000-0.45-4,Val 16,69.96699664091776,90.07353210449219,51.75438690185547,88.7755126953125,46.47887420654297,20.245271682739258,0.05851835012435913,1.2980194091796875,5.2755126953125,6.5735321044921875
5000-0.45-4,Val 17,61.82618255950961,97.42646789550781,25.877193450927734,96.42857360839844,23.00469398498535,36.25923156738281,0.06609290838241577,0.997894287109375,2.872499465942383,3.870393753051758
5000-0.45-4,Val 18,70.18701864311798,44.485294342041016,96.05262756347656,51.020408630371094,92.95774841308594,23.515548706054688,0.04860633611679077,6.535114288330078,3.094879150390625,9.629993438720703
5000-0.45-4,Val 19,52.58525851326282,100.0,1.7543859481811523,100.0,2.816901445388794,48.85862350463867,0.05811244249343872,0.0,1.0625154972076416,1.0625154972076416
5000-0.45-4,Val 20,60.83608358318131,86.02941131591797,37.71929931640625,87.7551040649414,28.63849639892578,27.054780960083008,0.07031780481338501,1.7256927490234375,9.080802917480469,10.806495666503906
5000-0.45-4,Val 21,65.56655663048605,66.17646789550781,65.78947448730469,71.42857360839844,59.15492630004883,4.355280876159668,0.009633302688598633,5.252105712890625,6.634548187255859,11.886653900146484
5000-0.45-4,Val 22,63.476347626370305,37.13235092163086,87.71929931640625,50.51020431518555,83.09858703613281,21.387454986572266,0.07281661033630371,13.377853393554688,4.6207122802734375,17.998565673828125
5000-0.45-4,Val 23,52.145214513058974,6.617647171020508,98.24561309814453,12.244897842407227,97.652587890625,44.30410385131836,0.08323714137077332,5.627250671386719,0.5930252075195312,6.22027587890625
5000-0.45-4,Val 24,72.16721669649264,83.45588684082031,62.71929931640625,83.67346954345703,57.27699279785156,11.939581871032715,0.040733516216278076,0.21758270263671875,5.4423065185546875,5.659889221191406
5000-0.45-4,Val 25,73.2673266907074,76.8382339477539,74.122802734375,72.95918273925781,68.07511138916016,3.1721014976501465,0.05184352397918701,3.8790512084960938,6.047691345214844,9.926742553710938
5000-0.45-4,Val 26,73.7073706783215,74.63235473632812,76.31578826904297,69.38775634765625,73.70892333984375,2.5575664043426514,0.03761857748031616,5.244598388671875,2.6068649291992188,7.851463317871094
5000-0.45-4,Val 27,73.7073706783215,79.04411315917969,73.68421173095703,75.0,65.72769927978516,4.831040382385254,0.06428849697113037,4.0441131591796875,7.956512451171875,12.000625610351562
5000-0.45-4,Val 28,70.62706266430476,52.94117736816406,88.59649658203125,63.775508880615234,80.28169250488281,13.905618667602539,0.03171640634536743,10.834331512451172,8.314804077148438,19.14913558959961
5000-0.45-4,Val 29,69.30693061753075,97.79411315917969,40.35087966918945,96.93877410888672,38.49765396118164,28.980073928833008,0.05096334218978882,0.8553390502929688,1.8532257080078125,2.7085647583007812
5000-0.45-4,Val 30,76.34763473829683,73.52941131591797,81.57894897460938,73.9795913696289,76.52581787109375,3.1990604400634766,0.01894378662109375,0.4501800537109375,5.053131103515625,5.5033111572265625
5000-0.45-4,Val 31,75.02750267473647,66.17646789550781,85.96491241455078,69.89796447753906,79.34272003173828,7.786149024963379,0.0038337111473083496,3.72149658203125,6.6221923828125,10.34368896484375
5000-0.45-4,Val 32,75.35753577036171,63.602943420410156,89.03508758544922,66.83673095703125,83.56806945800781,10.777437210083008,0.0035012364387512207,3.2337875366210938,5.467018127441406,8.7008056640625
5000-0.45-4,Val 33,57.53575356696436,99.26470184326172,17.543859481811523,100.0,7.981220722198486,43.56706619262695,0.09921759366989136,0.7352981567382812,9.562639236450195,10.297937393188477
5000-0.45-4,Val 34,74.69746967143614,91.54411315917969,60.52631759643555,90.30612182617188,53.99060821533203,16.9968204498291,0.06006354093551636,1.2379913330078125,6.535709381103516,7.773700714111328
5000-0.45-4,Val 35,72.1672166797063,55.514705657958984,89.03508758544922,62.75510025024414,84.03755950927734,14.049351692199707,0.03038632869720459,7.240394592285156,4.997528076171875,12.237922668457031
5000-0.45-4,Val 36,64.24642460049839,98.52941131591797,31.57894515991211,96.93877410888672,25.35211181640625,34.708736419677734,0.08342301845550537,1.59063720703125,6.226833343505859,7.817470550537109
5000-0.45-4,Val 37,69.41694161863086,43.38235092163086,96.05262756347656,47.95918273925781,93.89671325683594,24.716758728027344,0.044826388359069824,4.576831817626953,2.155914306640625,6.732746124267578
5000-0.45-4,Val 38,61.82618257629596,98.1617660522461,28.070175170898438,98.9795913696289,17.370891571044922,38.114356994628906,0.09720784425735474,0.8178253173828125,10.699283599853516,11.517108917236328
5000-0.45-4,Val 39,74.58745874587459,63.235294342041016,88.15789031982422,64.79591369628906,83.56806945800781,11.057336807250977,0.00027871131896972656,1.5606193542480469,4.589820861816406,6.150440216064453
5000-0.45-4,Val 40,75.4675466791369,67.64705657958984,86.84210968017578,62.75510025024414,84.97652435302734,10.518280982971191,0.020723700523376465,4.891956329345703,1.8655853271484375,6.757541656494141
5000-0.45-4,Val 41,78.10781077268493,75.0,85.08771514892578,72.44898223876953,79.81220245361328,4.829677581787109,0.03316384553909302,2.5510177612304688,5.2755126953125,7.826530456542969
5000-0.45-4,Val 42,73.2673266907074,58.08823776245117,91.66667175292969,51.53061294555664,92.95774841308594,18.89969253540039,0.0029487013816833496,6.557624816894531,1.29107666015625,7.848701477050781
5000-0.45-4,Val 43,79.09790973222688,87.5,73.68421173095703,85.71428680419922,68.07511138916016,8.134480476379395,0.0467187762260437,1.7857131958007812,5.609100341796875,7.394813537597656
5000-0.45-4,Val 44,76.89768969343834,87.13235473632812,71.49122619628906,84.18367767333984,62.910797119140625,9.770111083984375,0.06894868612289429,2.9486770629882812,8.580429077148438,11.529106140136719
5000-0.45-4,Val 45,73.7073706783215,93.75,55.26315689086914,93.87755584716797,49.295772552490234,20.874099731445312,0.05539858341217041,0.12755584716796875,5.967384338378906,6.094940185546875
5000-0.45-4,Val 46,77.4477447912638,63.235294342041016,95.1754379272461,62.75510025024414,90.1408462524414,14.938868522644043,0.007828831672668457,0.480194091796875,5.0345916748046875,5.5147857666015625
5000-0.45-4,Val 47,78.10781073911224,69.48529815673828,89.03508758544922,65.30612182617188,89.2018814086914,10.961587905883789,0.006493866443634033,4.179176330566406,0.1667938232421875,4.345970153808594
5000-0.45-4,Val 48,79.64796472094109,81.98529815673828,80.26315307617188,78.06122589111328,77.46479034423828,1.7998987436294556,0.034493863582611084,3.924072265625,2.7983627319335938,6.722434997558594
5000-0.45-4,Val 49,77.4477447912638,87.5,71.05262756347656,85.71428680419922,63.84976577758789,9.930827140808105,0.056723713874816895,1.7857131958007812,7.202861785888672,8.988574981689453
5000-0.45-4,Val 50,77.66776671792546,83.0882339477539,74.5614013671875,80.61224365234375,71.36150360107422,4.6689252853393555,0.034053802490234375,2.4759902954101562,3.1998977661132812,5.6758880615234375
5000-0.45-4,Test 47,77.13333384195964,68.97435760498047,90.55555725097656,65.42552947998047,84.49198150634766,10.461100578308105,0.04400002956390381,3.548828125,6.063575744628906,9.612403869628906
5000-0.45-4,Test 48,79.26666717529297,81.53845977783203,80.83333587646484,79.25531768798828,75.40106964111328,2.3747682571411133,0.03866666555404663,2.28314208984375,5.4322662353515625,7.7154083251953125
