name,epoch,acc,acc_A0Y0,acc_A0Y1,acc_A1Y0,acc_A1Y1,acc_var,acc_dis,err_op_0,err_op_1,err_odd
5000-0.2-7,Val 1,56.2499998043745,94.09593963623047,14.847161293029785,92.98246002197266,13.432836532592773,39.7047004699707,0.078000009059906,1.1134796142578125,1.4143247604370117,2.527804374694824
5000-0.2-7,Val 2,56.57051252707457,41.69741439819336,72.05239868164062,52.6315803527832,67.16417694091797,11.99425983428955,0.04883873462677002,10.934165954589844,4.888221740722656,15.8223876953125
5000-0.2-7,Val 3,59.455128205128204,55.71955490112305,63.31877899169922,64.91228485107422,56.7164192199707,4.004301071166992,0.01283872127532959,9.192729949951172,6.602359771728516,15.795089721679688
5000-0.2-7,Val 4,61.05769240550506,68.63468933105469,53.711788177490234,68.42105102539062,49.25373077392578,8.667407035827637,0.03735482692718506,0.2136383056640625,4.458057403564453,4.671695709228516
5000-0.2-7,Val 5,58.814102270664314,43.91143798828125,73.36244201660156,56.140350341796875,71.64179229736328,12.056471824645996,0.07116127014160156,12.228912353515625,1.7206497192382812,13.949562072753906
5000-0.2-7,Val 6,60.737179291553986,47.97047805786133,73.36244201660156,56.140350341796875,73.13432312011719,10.98341178894043,0.05722576379776001,8.169872283935547,0.228118896484375,8.397991180419922
5000-0.2-7,Val 7,61.217948717948715,48.70848846435547,74.23580932617188,54.38596725463867,73.13432312011719,11.25619125366211,0.041161298751831055,5.677478790283203,1.1014862060546875,6.778964996337891
5000-0.2-7,Val 8,64.1025635156876,60.14760208129883,67.68559265136719,63.15789031982422,68.6567153930664,3.445725440979004,0.025290369987487793,3.0102882385253906,0.9711227416992188,3.9814109802246094
5000-0.2-7,Val 9,65.86538481101012,73.06272888183594,58.07860565185547,70.1754379272461,59.70149230957031,6.471348762512207,0.01683872938156128,2.8872909545898438,1.6228866577148438,4.5101776123046875
5000-0.2-7,Val 10,64.1025639069386,53.50553512573242,75.98253631591797,54.38596725463867,74.62686157226562,10.694755554199219,0.015225768089294434,0.88043212890625,1.3556747436523438,2.2361068725585938
5000-0.2-7,Val 11,68.9102562146309,73.4317398071289,65.06550598144531,70.1754379272461,62.68656921386719,4.212407112121582,0.034709632396698,3.2563018798828125,2.378936767578125,5.6352386474609375
5000-0.2-7,Val 12,70.1923076923077,81.91881561279297,58.07860565185547,80.7017593383789,55.223880767822266,12.37824535369873,0.04064512252807617,1.2170562744140625,2.854724884033203,4.071781158447266
5000-0.2-7,Val 13,69.39102505414914,54.2435417175293,87.33624267578125,54.38596725463867,82.08954620361328,15.311931610107422,0.00045162439346313477,0.142425537109375,5.246696472167969,5.389122009277344
5000-0.2-7,Val 14,71.79487140362079,82.65682220458984,61.572052001953125,80.7017593383789,55.223880767822266,11.875192642211914,0.06064516305923462,1.9550628662109375,6.348171234130859,8.303234100341797
5000-0.2-7,Val 15,74.51923018235426,74.53874206542969,75.98253631591797,75.4385986328125,68.6567153930664,2.930976629257202,0.03425806760787964,0.8998565673828125,7.3258209228515625,8.225677490234375
5000-0.2-7,Val 16,75.1602560190054,72.32472229003906,79.47598266601562,75.4385986328125,71.64179229736328,3.0963072776794434,0.02212899923324585,3.1138763427734375,7.834190368652344,10.948066711425781
5000-0.2-7,Val 17,75.48076942639473,80.81181335449219,72.92576599121094,78.94737243652344,59.70149230957031,8.264595031738281,0.08651614189147949,1.86444091796875,13.224273681640625,15.088714599609375
5000-0.2-7,Val 18,75.0,71.21771240234375,81.22270965576172,70.1754379272461,73.13432312011719,4.337906360626221,0.04025810956954956,1.0422744750976562,8.088386535644531,9.130661010742188
5000-0.2-7,Val 19,76.92307731432793,75.64575958251953,79.47598266601562,75.4385986328125,74.62686157226562,1.8745839595794678,0.02399998903274536,0.20716094970703125,4.84912109375,5.056282043457031
5000-0.2-7,Val 20,68.91025660588191,98.15498352050781,37.991268157958984,98.24561309814453,31.343284606933594,31.853363037109375,0.08503222465515137,0.09062957763671875,6.647983551025391,6.738613128662109
5000-0.2-7,Val 21,74.9999994131235,65.68265533447266,86.46287536621094,68.42105102539062,79.10447692871094,8.341352462768555,0.010064482688903809,2.7383956909179688,7.3583984375,10.096794128417969
5000-0.2-7,Val 22,77.08333294208234,90.77490234375,64.192138671875,85.96491241455078,58.208953857421875,13.853171348571777,0.07632261514663696,4.809989929199219,5.983184814453125,10.793174743652344
5000-0.2-7,Val 23,75.64102505414914,61.254615783691406,91.70305633544922,68.42105102539062,85.07463073730469,12.270870208740234,0.022193551063537598,7.166435241699219,6.628425598144531,13.79486083984375
5000-0.2-7,Val 24,78.84615345490285,88.56088256835938,68.9956283569336,80.7017593383789,71.64179229736328,7.733608722686768,0.037935495376586914,7.859123229980469,2.6461639404296875,10.505287170410156
5000-0.2-7,Val 25,78.68589665339543,85.97785949707031,71.61572265625,77.19297790527344,74.62686157226562,5.356350898742676,0.03593552112579346,8.784881591796875,3.011138916015625,11.7960205078125
5000-0.2-7,Val 26,73.71794832669772,95.20294952392578,53.275108337402344,94.73684692382812,38.80596923828125,24.994342803955078,0.11483871936798096,0.46610260009765625,14.469139099121094,14.93524169921875
5000-0.2-7,Val 27,74.19871833996895,94.83394622802734,53.711788177490234,100.0,38.80596923828125,26.18008041381836,0.09064513444900513,5.166053771972656,14.905818939208984,20.07187271118164
5000-0.2-7,Val 28,77.56410217285156,69.74169921875,88.64628601074219,61.403507232666016,85.07463073730469,11.116584777832031,0.04206448793411255,8.338191986083984,3.5716552734375,11.909847259521484
5000-0.2-7,Val 29,78.84615384615384,91.51290893554688,68.12227630615234,82.45613861083984,61.19403076171875,11.868863105773926,0.09832262992858887,9.056770324707031,6.928245544433594,15.985015869140625
5000-0.2-7,Val 30,78.2051280095027,91.14391326904297,65.9388656616211,87.71929931640625,59.70149230957031,13.541459083557129,0.07019352912902832,3.4246139526367188,6.237373352050781,9.6619873046875
5000-0.2-7,Val 31,76.6025639069386,68.26568603515625,87.33624267578125,66.66667175292969,82.08954620361328,8.838714599609375,0.019999980926513672,1.5990142822265625,5.246696472167969,6.845710754394531
5000-0.2-7,Val 32,78.20512761825171,73.80073547363281,86.46287536621094,63.15789031982422,80.59701538085938,8.665459632873535,0.07019352912902832,10.642845153808594,5.8658599853515625,16.508705139160156
5000-0.2-7,Val 33,76.12179428491837,92.25092315673828,60.26200485229492,92.98246002197266,50.74626922607422,18.860567092895508,0.07438713312149048,0.731536865234375,9.515735626220703,10.247272491455078
5000-0.2-7,Val 34,78.2051278138772,92.61992645263672,62.44541549682617,96.49122619628906,58.208953857421875,17.234050750732422,0.029935479164123535,3.8712997436523438,4.236461639404297,8.10776138305664
5000-0.2-7,Val 35,77.88461538461539,92.25092315673828,66.37554931640625,87.71929931640625,50.74626922607422,16.732345581054688,0.12658065557479858,4.531623840332031,15.629280090332031,20.160903930664062
5000-0.2-7,Val 36,79.16666627541566,88.19188690185547,70.74235534667969,85.96491241455078,65.67163848876953,9.63672161102295,0.05199998617172241,2.2269744873046875,5.070716857910156,7.297691345214844
5000-0.2-7,Val 37,76.76282070844601,74.16974639892578,83.8427963256836,61.403507232666016,76.1194076538086,8.062552452087402,0.09245163202285767,12.766239166259766,7.723388671875,20.489627838134766
5000-0.2-7,Val 38,79.4871798784305,93.3579330444336,65.9388656616211,87.71929931640625,62.68656921386719,13.313372611999512,0.06606453657150269,5.638633728027344,3.2522964477539062,8.89093017578125
5000-0.2-7,Val 39,78.04487159924629,76.3837661743164,84.27947998046875,66.66667175292969,73.13432312011719,6.342215538024902,0.09838712215423584,9.717094421386719,11.145156860351562,20.86225128173828
5000-0.2-7,Val 40,78.52564043876453,75.64575958251953,84.71615600585938,68.42105102539062,77.6119384765625,5.8030548095703125,0.06412899494171143,7.224708557128906,7.104217529296875,14.328926086425781
5000-0.2-7,Val 41,76.92307614057492,67.1586685180664,89.08296966552734,63.15789031982422,86.5671615600586,11.455904006958008,0.013935506343841553,4.0007781982421875,2.51580810546875,6.5165863037109375
5000-0.2-7,Val 42,76.28205128205128,64.94464874267578,89.95632934570312,63.15789031982422,86.5671615600586,12.180790901184082,0.005935490131378174,1.7867584228515625,3.3891677856445312,5.175926208496094
5000-0.2-7,Val 43,80.92948639698518,86.71586608886719,78.16593933105469,75.4385986328125,71.64179229736328,5.544841766357422,0.09412902593612671,11.277267456054688,6.524147033691406,17.801414489746094
5000-0.2-7,Val 44,80.28846134283604,82.65682220458984,80.3493423461914,73.68421173095703,76.1194076538086,3.5072824954986572,0.06599998474121094,8.972610473632812,4.2299346923828125,13.202545166015625
5000-0.2-7,Val 45,80.28846192971254,90.77490234375,71.17903900146484,78.94737243652344,70.14925384521484,8.246665954589844,0.07606452703475952,11.827529907226562,1.02978515625,12.857315063476562
5000-0.2-7,Val 46,79.32692307692308,89.29888916015625,70.74235534667969,84.21052551269531,64.17910766601562,10.083914756774902,0.07412904500961304,5.0883636474609375,6.5632476806640625,11.651611328125
5000-0.2-7,Val 47,76.4423069098057,68.63468933105469,86.46287536621094,59.64912033081055,88.05970001220703,12.001572608947754,0.018000006675720215,8.98556900024414,1.5968246459960938,10.582393646240234
5000-0.2-7,Val 48,80.44871716621594,83.76383972167969,79.03929901123047,75.4385986328125,76.1194076538086,3.2789344787597656,0.057935476303100586,8.325241088867188,2.919891357421875,11.245132446289062
5000-0.2-7,Val 49,81.25,87.45387268066406,79.03929901123047,68.42105102539062,74.62686157226562,6.92962121963501,0.11825811862945557,19.032821655273438,4.412437438964844,23.44525909423828
5000-0.2-7,Val 50,80.76923116048177,80.81181335449219,86.46287536621094,66.66667175292969,73.13432312011719,7.509718418121338,0.13238710165023804,14.1451416015625,13.32855224609375,27.47369384765625
5000-0.2-7,Test 36,76.13333404541015,87.17948913574219,74.44444274902344,82.18085479736328,60.16042709350586,10.204110145568848,0.09866666793823242,4.998634338378906,14.284015655517578,19.282649993896484
5000-0.2-7,Test 49,76.13333353678385,79.4871826171875,82.22222137451172,72.8723373413086,70.05347442626953,4.896913528442383,0.09333336353302002,6.614845275878906,12.168746948242188,18.783592224121094
